fid,GEOID,NLCD16_WA,DFOfloodArea,DFOfRatio,within_dfo,within_aer,population,fldPopDFO,fldPopPctDFO,Shape_Area
364,48201510200,0,721402.8105,0.201784149,1,1,5763,1230,0.213430505,3575121.395
365,48201510300,0,454619.0032,0.189232498,1,1,4997,90,0.018010806,2402436.146
366,48201510400,0,98035.40475,0.066206895,1,1,3589,0,0,1480743.197
367,48201510500,0,82622.60702,0.047109101,1,1,2979,367,0.123195703,1753856.56
368,48201510600,0,82629.53848,0.039692249,1,1,5163,0,0,2081755.034
369,48201532600,0,,,1,1,5967,0,0,2667913.964
370,48201510800,10704.8631,61029.05972,0.006858335,1,1,7602,83,0.010918179,8909228.363
371,48201530900,0,,,1,1,4110,0,0,1993752.155
372,48201531100,0,,,1,1,3012,0,0,1645410.774
373,48201531300,0,41505.3121,0.026920959,1,1,5689,29,0.005097557,1541747.146
374,48201531400,0,42942.1508,0.040461261,1,1,1987,58,0.029189733,1061315.235
375,48201510900,0,82616.55195,0.01527865,1,1,7025,8,0.00113879,5407319.879
376,48419950300,2053260.096,,,1,,4597,0,0,331811666.3
377,48419950200,3774041.99,161872.5313,0.00041988,1,,3354,3,0.000894454,389295360.6
378,48029131700,0,,,1,,1014,0,0,11817167.98
379,48029140100,0,,,1,,1214,0,0,983798.7383
380,48029140200,0,,,1,,2324,0,0,1917288.79
381,48029140300,0,,,1,,2795,0,0,1563783.185
382,48029140500,0,,,1,,3508,0,0,1527247.167
383,48029140700,0,,,1,,4236,0,0,1831405.663
384,48029140800,0,,,1,,4739,0,0,2120302.078
385,48029140900,0,,,1,,1795,0,0,1186026.917
386,48029141000,0,,,1,,3349,0,0,1791347.088
387,48419950600,53804040.35,2606163.844,0.004614266,1,,2798,22,0.007862759,618609758.7
388,48419950500,3405827.607,,,1,,3082,0,0,383417202.2
389,48419950100,21398485,1275228.887,0.003465004,1,,4523,0,0,389429484.7
390,48419950400,233589.3944,,,1,,4805,0,0,40063318.32
391,48201532100,0,100420.1499,0.053187527,1,1,5977,53,0.008867325,1888039.414
392,48201532300,0,433690.5695,0.070132837,1,1,6957,119,0.017105074,6183844.599
393,48201532400,112090.2052,1231892.573,0.270182967,1,1,6460,907,0.140402477,4671565.534
394,48245010300,0,,,1,1,2541,0,0,2034777.448
395,48245010400,0,,,1,1,2410,0,0,2694085.831
396,48029131200,0,,,1,,2843,0,0,4834237.516
397,48029141200,0,,,1,,6566,0,0,3779637.052
398,48201452900,0,,,1,1,4079,0,0,1310610.949
399,48201453000,0,45057.53009,0.016502837,1,1,8615,85,0.009866512,2730290.038
400,48201453100,254508.8876,1381680.004,0.705839634,1,1,4070,266,0.065356265,2212007.303
401,48201530600,0,123873.6399,0.040265352,1,1,3399,37,0.010885555,3076432.646
402,48245010600,0,,,1,1,5163,0,0,4825020.501
403,48029131606,37387.59501,,,1,,5226,0,0,10129690.74
404,48201453300,0,,,1,1,2459,0,0,2042252.824
405,48201511200,0,1117.277864,0.000533003,1,1,5429,0,0,2096193.684
406,48201511500,0,,,1,1,6954,0,0,3069524.233
407,48201511600,0,,,1,1,3511,0,0,1942419.241
408,48201520100,0,82614.76207,0.027734067,1,1,2011,0,0,2978818.924
409,48029131300,0,,,1,,5400,0,0,5329291.281
410,48245000900,0,,,1,1,1786,0,0,1974377.814
411,48245002000,0,,,1,1,2045,0,0,1141452.693
412,48245011600,136312615.6,690413064.5,0.718079448,1,1,2003,385,0.192211682,1097784284
413,48201453700,0,,,1,1,8108,0,0,2325625.932
414,48201453800,0,95.84357685,5.30E-05,1,1,4015,11,0.002739726,1810041.839
415,48201453900,0,75573.14108,0.023266632,1,1,10009,121,0.01208912,3248133.985
416,48245010100,63768.24909,,,1,1,2957,0,0,1338521.381
417,48245011101,0,,,1,1,4680,0,0,3573566.488
418,48245001303,743669.9956,,,1,1,3185,0,0,26767184.64
419,48245006900,4171657.951,18691825.99,0.417250216,1,1,2851,815,0.285864609,48969300.71
420,48245000103,955396.0444,100783.903,0.005362747,1,1,3315,0,0,19748731.51
421,48245011400,4474395.559,105378510.3,0.264645875,1,1,7500,1918,0.255733333,402661266.8
422,48201454000,0,,,1,1,4888,0,0,2078222.984
423,48309003602,7033543.076,162275.7268,0.001168267,1,,2297,0,0,145936475.2
424,48309003801,781350.8968,,,1,,6558,0,0,135881231.4
425,48309001000,0,,,1,,2451,0,0,1280618.029
426,48309004102,1272266.173,,,1,,4902,0,0,136319586.2
427,48309003500,7935076.99,81088.74042,0.000301344,1,,3880,0,0,277025196.4
428,48309003802,1419689.517,,,1,,5733,0,0,213235558
429,48309002302,0,,,1,,4827,0,0,4684185.832
430,48309001800,2078294.436,,,1,,1361,0,0,35974877.45
431,48309003900,148564.5488,,,1,,8590,0,0,211516603.8
432,48309002900,15158077.91,3299112.769,0.053310513,1,,3800,7,0.001842105,77042921.56
433,48309003400,1323010.925,,,1,,5744,0,0,118017574.9
434,48309003601,1954723.638,40542.73587,0.000381462,1,,2816,0,0,108237177.5
435,48309001700,74727.96936,,,1,,5356,0,0,22680530.34
436,48309003701,4110765.24,,,1,,3034,0,0,132532497.5
437,48201520200,0,,,1,1,3247,0,0,1875589.051
438,48201520500,0,494960.8964,0.066007659,1,1,8771,46,0.005244556,7498537.346
439,48201520700,0,,,1,1,3800,0,0,1961122.663
440,48245001302,25094.59358,,,1,1,2947,0,0,9093066.477
441,48245010800,2200018.613,1049649.574,0.058114946,1,1,4737,13,0.002744353,20261630.6
442,48245010901,0,,,1,1,3328,0,0,2704065.483
443,48245010700,21413.63901,,,1,1,3142,0,0,3119503.863
444,48201454100,0,,,1,1,3633,0,0,1733251.929
445,48201454200,0,,,1,1,4082,0,0,1457564.755
446,48245002400,0,,,1,1,2469,0,0,1510928.793
447,48245000304,0,,,1,1,6500,0,0,5093646.603
448,48245011500,1372582.415,47099051.7,0.238149285,1,1,2210,238,0.107692308,199143702.7
449,48245007100,283450.3378,430849.9057,0.028924581,1,1,3383,0,0,15179082.26
450,48245000306,0,,,1,1,3373,0,0,3032529.373
451,48201521000,0,6952.657159,0.005920622,1,1,2269,0,0,1174311.834
452,48201521100,0,,,1,1,2105,0,0,595703.9398
453,48201521200,0,,,1,1,5582,0,0,1870339.792
454,48201521300,11327.64908,,,1,1,5686,0,0,2948970.302
455,48201521400,0,,,1,1,6527,0,0,1514551.767
456,48201521600,0,825705.7242,0.124054886,1,1,3286,115,0.034996957,6655971.089
457,48201454600,0,280522.0717,0.084069312,1,1,4758,283,0.059478773,3336795.121
458,48201454700,0,612754.7251,0.176085189,1,1,6554,1013,0.154562099,3479876.72
459,48201454800,0,104641.4643,0.035726629,1,1,7151,5,0.000699203,2928948.602
460,48201550500,0,149784.4329,0.034343302,1,1,5798,72,0.012418075,4361386.849
461,48201554700,0,216292.9799,0.047226105,1,1,7734,285,0.036850272,4579945.407
462,48201555000,776.2836456,181069.9176,0.03270613,1,1,7701,56,0.007271783,5537044.504
463,48201555100,3622.209183,1115960.309,0.14844279,1,1,9241,764,0.082675035,7521402.403
464,48201241000,248351.1606,2572290.568,0.148892909,1,1,7991,227,0.028406958,17524463.47
465,48201522000,0,,,1,1,4525,0,0,2042976.231
466,48201550700,0,2381134.398,0.393419683,1,1,3151,798,0.253252936,6052402.892
467,48201550800,0,219763.0851,0.110241726,1,1,3198,491,0.153533458,1993465.533
468,48201550900,0,146455.0041,0.046148006,1,1,8135,205,0.025199754,3173593.434
469,48385950100,1142362.376,495913.2503,0.000274677,,,2354,0,0,1806583848
470,48201540800,3628.4729,971032.2057,0.10180369,1,1,7397,145,0.019602542,9541909.502
471,48201541100,0,,,1,1,6630,0,0,3389091.657
472,48201551000,0,32197.90673,0.029090015,1,1,3318,0,0,1106837.065
473,48201551100,2503.751266,47943.73558,0.010406469,1,1,9834,20,0.00203376,4609612.744
474,48291700300,498955.27,18908985.1,0.094912224,1,1,10600,656,0.061886792,199724984.8
475,48291700400,2942388.338,32518730.27,0.089826681,1,1,6279,461,0.073419334,364958766.9
476,48291700900,1351168.942,79764981.78,0.475896865,1,1,2330,440,0.188841202,168960976.4
477,48291700500,6147196.304,28585924.84,0.101993352,1,1,2518,184,0.073073868,286419636.5
478,48201551200,4402.500137,36264.85247,0.010200036,1,1,6693,17,0.002539967,3559767.854
479,48201551300,0,154098.6189,0.077840723,1,1,3710,60,0.016172507,1979665.848
480,48201541300,6481.368141,840664.1635,0.158521444,1,1,11596,204,0.017592273,5309638.812
481,48201541400,0,199073.2085,0.045152497,1,1,15357,30,0.001953507,4408908.011
482,48201541500,0,82554.95314,0.026931852,1,1,4658,124,0.026620867,3065327.752
483,48201551400,12692.14439,1285657.65,0.162390009,1,1,4876,683,0.140073831,7929790.239
484,48201551500,27289.03809,1357032.995,0.136886552,1,1,8034,173,0.021533483,9940848.686
485,48201551600,0,382594.0985,0.125445247,1,1,8591,260,0.03026423,3049889.048
486,48245001700,234818.0256,,,1,1,1527,0,0,3752488.43
487,48201541700,25509.65098,5739468.257,0.270139307,1,1,10259,1410,0.137440296,21271838.52
488,48201541800,3891.89637,1574047.77,0.31267783,1,1,5677,708,0.124713757,5037979.926
489,48099010601,0,,,1,,3944,0,0,3414114.77
490,48099010702,0,,,1,,3093,0,0,3601291.503
491,48291700600,5684306.422,20084663.28,0.063967735,1,1,2310,95,0.041125541,319665470.7
492,48291701400,2593621.422,72391053.64,0.145760879,1,1,7387,149,0.02017057,499236141.7
493,48291701200,5693739.283,29105793.86,0.191339478,1,1,6193,518,0.083642823,157809722.8
494,48291700800,629234.9502,6991718.075,0.067339189,1,1,7896,90,0.011398176,104457602.8
495,48291701000,1051616.985,98492121.4,0.541383743,1,1,6512,2422,0.371928747,182978257.1
496,48291700100,1648295.035,8021018.383,0.160816833,1,1,3979,267,0.067102287,51525027.4
497,48291700200,25372.33101,1644244.455,0.101492546,1,1,2468,13,0.005267423,16226015.2
498,48291701300,1337298.245,33434172.03,0.094251856,1,1,2981,179,0.060046964,356069529.4
499,48291700700,2841869.629,15297127.73,0.114184916,1,1,2446,94,0.03843009,136809896.6
500,48291701100,4022599.233,25793591.13,0.138624996,1,1,5493,128,0.023302385,190089993.7
501,48201541900,1556.510696,1358513.733,0.245119855,1,1,6618,1242,0.187669991,5543799.209
502,48201542000,0,1133952.277,0.210820287,1,1,14458,1956,0.135288422,5378762.719
503,48201551800,54435.18127,412676.1275,0.068029895,1,1,4260,54,0.012676056,6120534.627
504,48201551900,0,161684.9849,0.090621285,1,1,5487,87,0.015855659,1784183.376
505,48201552400,0,401367.9177,0.065881118,1,1,7340,344,0.046866485,6092306.096
506,48201552500,0,30975.2368,0.005682058,1,1,10543,36,0.003414588,5451411.901
507,48201532800,0,11160.07024,0.00831272,1,1,1540,2,0.001298701,1342529.329
508,48201532900,0,,,1,1,5995,0,0,1700341.843
509,48201533000,0,192059.887,0.10881263,1,1,2309,12,0.005197055,1765051.367
510,48201542400,17384.36401,728426.7547,0.127674118,1,1,11200,720,0.064285714,5722744.242
511,48201542500,0,287840.0875,0.0666629,1,1,2742,68,0.024799416,4317845.424
512,48201542600,39437.18685,495678.3942,0.109779328,1,1,5589,8,0.001431383,4554662.363
513,48201542700,0,171083.2813,0.035760328,1,1,4808,79,0.016430948,4784163.987
514,48201552700,235.9497026,438939.4534,0.088012896,1,1,8051,299,0.037138244,4987453.265
515,48201533100,0,,,1,1,7025,0,0,3495451.844
516,48201533200,0,82545.42156,0.030927617,1,1,3542,37,0.010446076,2668987.435
517,48201533300,0,82537.29221,0.023382971,1,1,5689,0,0,3529803.579
518,48201533400,0,487108.0594,0.071081437,1,1,10992,605,0.055040029,6852817.01
519,48201533500,0,105218.1364,0.039514858,1,1,3911,10,0.002556891,2662748.63
520,48201533600,0,71572.60642,0.020333566,1,1,5481,3,0.000547345,3519924.168
521,48271950100,0,,,,,,,,3524555056
522,48201542800,51843.52788,958686.1752,0.107450694,1,1,7744,484,0.0625,8973946.661
523,48201550100,1813.559189,304047.2727,0.087196313,1,1,4967,20,0.004026575,3488741.685
524,48201550200,0,140632.5123,0.056314893,1,1,3821,0,0,2497252.559
525,48245001900,0,,,1,1,2564,0,0,1622253.947
526,48245011001,0,,,1,1,4814,0,0,3674926.207
527,48245011002,0,,,1,1,3359,0,0,2290374.345
528,48201552800,22272.0477,566113.392,0.087627143,1,1,8918,544,0.061000224,6482751.774
529,48201552900,0,340200.3188,0.06992086,1,1,7937,142,0.017890891,4865505.103
530,48133950400,1577889.325,,,1,,1570,0,0,487687164.3
531,48133950200,0,,,,,3570,0,0,401367507.4
532,48133950100,0,,,,,2209,0,0,426343331.5
533,48133950300,228359.2953,,,,,3522,0,0,544204893.2
534,48133950500,3860526.776,,,,,1717,0,0,544587085.2
535,48201553100,1812.076744,450003.2132,0.132753074,1,1,5577,192,0.034427111,3391588.235
536,48201553300,0,148640.8442,0.106850132,1,1,6192,0,0,1391115.171
537,48201553500,0,231834.2838,0.065320894,1,1,6069,19,0.003130664,3549159.668
538,48201553600,4309.506787,914458.1316,0.189088449,1,1,7194,590,0.082012788,4840448.919
539,48251131000,0,,,1,,4379,0,0,4336688.221
540,48251131100,0,,,,,5357,0,0,3982861.467
541,48251130409,0,,,,,6172,0,0,96083238.16
542,48251130800,0,,,,,3423,0,0,4937506.098
543,48201534100,151442.9589,891853.3938,0.07103958,1,1,7796,32,0.004104669,12705760.12
544,48201540100,91717.73586,1628034.075,0.073017143,1,1,11090,437,0.039404869,22388317.7
545,48245002100,0,,,1,1,2757,0,0,3620967.789
546,48245002200,333939.6706,,,1,1,2790,0,0,11699354.51
547,48245002300,0,,,1,1,2704,0,0,3536814.027
548,48245002500,0,,,1,1,3227,0,0,2127122.992
549,48245002600,776.5231476,,,1,1,3943,0,0,5042721.797
550,48245005100,58899115.5,1579075.973,0.146694705,1,1,884,14,0.015837104,69663484.78
551,48245005400,79257.25472,,,1,1,1333,0,0,1405123.811
552,48201553700,0,999876.5774,0.317418277,1,1,3779,696,0.184175708,3150028.355
553,48201554200,110169.6287,711965.8994,0.101372182,1,1,8123,290,0.035701096,7133456.074
554,48201554600,0,,,1,1,4161,0,0,3640339.327
555,48201233200,33361.60794,410298.9063,0.130673125,1,1,5764,405,0.070263706,3173249.171
556,48201233400,0,345812.4567,0.132974207,1,1,2657,15,0.005645465,2600598.031
557,48201233500,0,,,1,1,7148,0,0,2779514.852
558,48201311000,94267.86978,192575.5916,0.08204443,1,1,6337,479,0.075587818,2441478.916
559,48201311100,102602.2751,587996.5168,0.22409068,1,1,5011,477,0.095190581,2726524.586
560,48201311300,0,17542.2828,0.012019574,1,1,4855,3,0.00061792,1459476.331
561,48201311400,103201.3434,277149.4123,0.110365853,1,1,1302,112,0.086021505,2614389.388
562,48201233600,26732.08031,98631.49377,0.025251599,1,1,2153,0,0,3932682.396
563,48201240100,0,818701.4591,0.228963986,1,1,3477,119,0.034224907,3575677.879
564,48167720400,653381.3834,2276067.037,0.158525795,1,1,6817,274,0.040193634,15011089.53
565,48167720700,351071.1584,2539731.01,0.198132351,1,1,10981,857,0.078043894,13169426.69
566,48167720900,278161.4154,265119.3673,0.041436311,1,1,5096,225,0.044152276,6676399.046
567,48201311500,0,,,1,1,6825,0,0,2317571.813
568,48201311600,0,,,1,1,3350,0,0,489465.1226
569,48201240600,0,720791.7569,0.295857131,1,1,2750,332,0.120727273,2436283.12
570,48201252000,11960842.83,4194752.352,0.095599219,1,1,17468,604,0.034577513,55839365.24
571,48201311700,0,147115.7785,0.053729426,1,1,5174,17,0.003285659,2738085.739
572,48201311800,1348.57014,280050.2153,0.112845145,1,1,3923,14,0.003568697,2483070.001
573,48201311900,1505.385431,628984.2765,0.29819113,1,1,2239,546,0.243858866,2110837.954
574,48201312000,7356.933502,520703.7842,0.28103292,1,1,1407,387,0.275053305,1860178.215
575,48183001400,0,,,,,,,,35328478.53
576,48307950300,23297.03016,,,1,,4560,0,0,29378598.87
577,48307950400,7092773.477,1350253.79,0.001377925,1,,1573,0,0,987011268.3
578,48307950500,6240600.4,162635.1972,9.32E-05,1,,1269,0,0,1751977402
579,48183010400,0,,,,,,,,150742835.8
580,48183010600,0,,,,,,,,27538292.22
581,48201252100,1818436.354,4732228.553,0.204561368,1,1,1930,78,0.040414508,24951976.99
582,48201253000,1960972.052,5868217.003,0.384158552,1,1,3819,328,0.085886358,17236480.1
583,48201253300,13210077.38,1173301.027,0.14247486,1,1,3188,43,0.01348808,21445221.4
584,48201253400,32705.02569,1015799.394,0.077589557,1,1,509,25,0.049115914,13124664.8
585,48201312100,10904.98251,27210.82898,0.020582782,1,1,,,,1332923.969
586,48201312200,0,,,1,1,1882,0,0,1083179.53
587,48201312400,0,,,1,1,1997,0,0,1078665.456
588,48167721000,1214523.598,1820678.544,0.214643791,1,1,1757,120,0.068298236,9696849.487
589,48167721100,122923.8661,4209689.517,0.21064803,1,1,11064,659,0.059562545,20107394.81
590,48203020102,0,,,,,,,,312091300.5
591,48201312500,0,,,1,1,2866,0,0,1784361.321
592,48201312600,778.9058762,,,1,1,7632,0,0,2157139.496
593,48201241200,94783.61669,503043.5848,0.102480665,1,1,6842,499,0.072931891,5003451.868
594,48201241300,36586.37164,1863139.123,0.108750507,1,1,10615,1213,0.114272256,17168819.95
595,48201253500,0,453390.6106,0.077378355,1,1,7871,233,0.029602338,5859398.379
596,48201253600,26757.72813,544373.4485,0.098123461,1,1,5851,193,0.032985814,5574599.768
597,48201312700,0,,,1,1,2279,0,0,803342.8923
598,48201312800,0,,,1,1,1332,0,0,931577.5705
599,48201312900,0,67059.87921,0.046713389,1,1,3100,12,0.003870968,1435560.086
600,48201313100,7010.659882,243021.9991,0.061405484,1,1,2912,27,0.009271978,3964670.19
601,48201313200,0,247560.3776,0.08028876,1,1,4137,76,0.0183708,3083375.151
602,48201313300,0,100714.7157,0.044174619,1,1,2267,5,0.002205558,2279922.761
603,48201323900,0,,,1,1,3979,0,0,2829494.963
604,48217960400,1718617.864,214992.0555,0.019853961,1,,1764,45,0.025510204,12547290.98
605,48217960600,0,,,1,,1008,0,0,2026891.61
606,48217960500,35734961.45,868682.0658,0.00241023,1,,6074,35,0.005762265,396149594.4
607,48217960800,5325.711639,,,1,,3231,0,0,6507422.905
608,48217961000,10909.27705,,,1,,1828,0,0,5735425.44
609,48217960700,8387876.342,1050111.643,0.003083107,1,,1705,4,0.002346041,348989679.5
610,48217960100,1611413.17,,,1,,3390,0,0,355707576.9
611,48217960900,6342.710358,,,1,,1939,0,0,9107127.525
612,48217960200,28045888.02,7031632.631,0.018807564,1,,4462,19,0.00425818,401918462.2
613,48217961100,2107589.915,,,1,,3209,0,0,487626218.7
614,48201324000,124395.1357,704430.3093,0.0899757,1,1,5066,130,0.025661271,7953512.474
615,48201330100,17569.85898,528056.5099,0.207354024,1,1,9043,895,0.09897158,2564212.147
616,48201330200,0,258002.4747,0.058243584,1,1,3570,17,0.004761905,4429714.954
617,48201330400,1039.714996,413850.9961,0.094964489,1,1,4439,238,0.053615679,4358994.808
618,48201330500,0,210436.9922,0.07724499,1,1,4172,118,0.028283797,2724280.191
619,48167721300,800776.1191,574343.0521,0.097240493,1,1,4761,82,0.017223272,6707194.583
620,48167721400,24710.65079,219443.1895,0.030228877,1,1,7992,19,0.002377377,7284100.098
621,48201330600,0,202887.5705,0.05490708,1,1,6350,150,0.023622047,3695107.734
622,48201330700,48785.93589,652138.779,0.105934143,1,1,9162,521,0.056865313,6204863.213
623,48201330800,831744.8714,12493248.75,0.405047685,1,1,11498,2114,0.183858062,31675640.79
624,48201320500,118727.7685,739403.693,0.130347788,1,1,4446,15,0.003373819,5791272.531
625,48025950500,0,,,1,1,6069,0,0,9610582
626,48201320700,0,27065.65021,0.007868763,1,1,3823,1,0.000261575,3439631.993
627,48201320800,0,82734.80115,0.028416686,1,1,5212,5,0.000959325,2911486.662
628,48201320900,0,34525.46831,0.014936202,1,1,7621,0,0,2311529.278
629,48201321000,0,128371.5734,0.032427162,1,1,8361,26,0.003109676,3958766.927
630,48257051202,0,,,,,,,,191695681.1
631,48257051201,0,,,,,,,,208105833.6
632,48201321100,0,348013.7929,0.062975883,1,1,7726,102,0.013202174,5526144.144
633,48201321200,211621.046,165234.1222,0.060041349,1,1,3006,0,0,2963626.596
634,48201321500,0,106655.6294,0.113690853,1,1,2602,29,0.011145273,938119.6879
635,48201321600,0,146812.8388,0.051015303,1,1,6562,94,0.014324901,2877819.527
636,48331950402,1650141.592,1716563.152,0.011224377,1,1,2675,0,0,154581844.5
637,48245011303,8299113.61,49109514.24,0.305580288,1,1,2697,252,0.093437152,169008152.1
638,48201330900,23913.60426,1141377.853,0.114673652,1,1,10844,792,0.07303578,9977184.138
639,48201331100,0,120446.2862,0.037405111,1,1,3641,44,0.012084592,3220048.808
640,48201331200,0,,,1,1,3070,0,0,3533791.648
641,48201331300,0,295789.7422,0.065184496,1,1,5143,7,0.001361073,4537731.443
642,48201331400,0,23462.05383,0.014894749,1,1,2270,0,0,1575189.612
643,48201331500,73976.15451,779933.8527,0.084616534,1,1,8345,46,0.005512283,9291250.777
644,48201321700,0,211649.1292,0.10970898,1,1,3087,38,0.012309686,1929186.959
645,48201321900,0,53979.78601,0.021943444,1,1,5632,5,0.000887784,2459950.545
646,48201322000,0,,,1,1,5232,0,0,714263.2106
647,48201322100,0,211134.2705,0.097320348,1,1,3692,354,0.09588299,2169477.133
648,48201322200,0,,,1,1,1545,0,0,954920.2159
649,48201331700,6582.225366,311553.4583,0.060895406,1,1,3658,56,0.015308912,5122788.626
650,48201331800,0,302577.8854,0.130258977,1,1,4255,111,0.026086957,2322894.605
651,48201331900,0,,,1,1,2915,0,0,1675959.637
652,48201332100,0,,,1,1,3196,0,0,1070910.261
653,48201332200,0,238048.1468,0.08409334,1,1,4639,130,0.028023281,2830760.917
654,48201332400,1211.114295,148414.3638,0.040571664,1,1,3299,20,0.006062443,3659290.51
